Rk,Player,Ind,From,To,Tm,Lg,MPG,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
367,Darius Bazley,bazleda01,2020,2020,OKC,NBA,17.2,53,8,909,4.7,12.3,3.1,7.0,1.6,5.4,1.7,2.5,1.1,9.4,10.5,1.6,1.1,1.9,2.1,2.4,12.7,.383,.446,.300,.448,.681,.475
368,Patrick McCaw,mccawpa01,2017,2020,TOT,NBA,17.2,194,43,3340,4.2,10.0,2.9,5.7,1.3,4.3,1.2,1.5,0.9,3.6,4.5,3.8,2.0,0.4,1.8,3.3,10.9,.419,.506,.305,.485,.779,.510
369,Malik Monk,monkma01,2018,2020,CHO,NBA,17.2,191,1,3281,8.9,22.5,5.1,10.8,3.7,11.6,3.1,3.6,0.8,4.6,5.4,4.8,1.2,0.7,3.2,3.6,24.6,.395,.474,.322,.478,.850,.510
370,Gary Trent,trentga02,2019,2020,POR,NBA,17.2,68,9,1170,6.7,16.3,3.3,7.3,3.4,9.1,1.3,1.8,0.9,3.2,4.0,2.2,1.6,0.6,0.9,3.0,18.2,.413,.461,.374,.516,.767,.532
371,Furkan Korkmaz,korkmfu01,2018,2020,PHI,NBA,17.1,126,19,2157,7.3,17.6,3.3,6.9,4.0,10.7,2.0,2.7,0.8,5.2,5.9,2.8,1.5,0.4,1.8,3.6,20.6,.417,.485,.372,.530,.758,.551
372,Nicolò Melli,mellini01,2020,2020,NOP,NBA,17.1,52,6,889,6.4,14.4,3.0,5.1,3.4,9.4,2.3,3.1,1.9,6.2,8.2,3.5,1.6,1.0,2.2,5.5,18.5,.442,.592,.361,.559,.733,.583
373,Zach Collins,colliza01,2018,2020,POR,NBA,17.0,146,4,2487,6.2,13.9,4.6,9.2,1.5,4.7,2.5,3.4,3.1,7.9,11.0,2.5,0.8,1.9,2.8,6.3,16.4,.442,.503,.324,.497,.730,.530
374,Terence Davis,daviste02,2020,2020,TOR,NBA,17.0,64,2,1087,7.9,17.2,4.1,7.4,3.9,9.7,2.0,2.3,2.0,7.5,9.5,4.7,1.4,0.5,2.9,4.6,21.7,.463,.550,.396,.575,.865,.598
375,Jaxson Hayes,hayesja02,2020,2020,NOP,NBA,17.0,56,12,951,7.5,11.4,7.5,11.2,0.0,0.2,5.3,8.4,4.0,6.9,10.8,2.5,1.1,2.6,2.0,6.9,20.4,.660,.667,.250,.662,.630,.675
376,Noah Vonleh,vonleno01,2015,2020,TOT,NBA,17.0,332,171,5659,5.5,12.0,4.7,9.5,0.8,2.6,2.5,3.6,4.1,11.0,15.1,2.2,1.2,1.2,2.3,5.3,14.4,.460,.501,.310,.493,.692,.527
377,Keita Bates-Diop,bateske01,2019,2020,TOT,NBA,16.9,69,3,1168,6.0,14.1,4.2,8.2,1.8,5.9,2.7,3.9,1.5,6.4,7.9,1.9,1.4,1.4,1.1,2.7,16.5,.426,.515,.301,.489,.691,.521
378,Shake Milton,miltosh01,2019,2020,PHI,NBA,16.9,52,16,879,7.8,16.7,4.4,8.4,3.4,8.2,2.4,3.2,1.1,4.5,5.6,4.9,1.5,0.8,2.4,5.4,21.4,.467,.519,.413,.569,.759,.592
379,Anžejs Pasečņiks,pasecan01,2020,2020,WAS,NBA,16.9,24,0,405,6.5,12.2,6.5,12.0,0.0,0.2,3.7,6.2,4.5,6.9,11.4,2.0,0.9,1.4,2.5,7.5,16.6,.528,.538,.000,.528,.593,.555
380,Ian Mahinmi,mahinia01,2008,2020,TOT,NBA,16.8,618,133,10353,5.9,11.0,5.8,10.8,0.0,0.2,3.9,6.4,4.6,8.7,13.2,1.7,1.7,2.2,2.9,8.0,15.7,.533,.541,.160,.535,.612,.567
381,Shaquille Harrison,harrish01,2018,2020,TOT,NBA,16.5,139,23,2298,6.7,15.0,5.8,11.7,1.0,3.3,3.1,4.4,1.3,6.4,7.8,5.1,3.1,1.2,2.1,4.6,17.6,.448,.491,.293,.480,.706,.517
382,Naz Reid,reidna01,2020,2020,MIN,NBA,16.5,30,11,495,9.4,22.8,6.4,13.7,3.0,9.1,3.5,5.0,3.2,8.4,11.6,3.3,1.8,2.1,2.1,7.8,25.2,.412,.466,.330,.477,.698,.505
383,Mike Scott,scottmi01,2013,2020,TOT,NBA,16.5,499,21,8242,8.0,17.6,5.4,10.4,2.6,7.2,2.2,2.9,2.2,7.4,9.5,2.7,0.9,0.4,2.0,4.4,20.9,.458,.523,.363,.532,.760,.554
384,Luke Kornet,kornelu01,2018,2020,TOT,NBA,16.4,102,33,1669,6.9,17.3,3.2,6.2,3.7,11.0,1.9,2.5,1.8,6.4,8.2,3.3,1.3,2.4,1.5,3.6,19.5,.400,.507,.339,.508,.776,.531
385,Kosta Koufos,koufoko01,2009,2019,TOT,NBA,16.4,686,229,11271,7.9,14.7,7.9,14.7,0.0,0.0,1.9,3.2,5.4,10.1,15.5,1.6,1.3,2.3,2.1,6.3,17.6,.534,.535,.000,.534,.582,.545
386,Miles Plumlee,plumlmi01,2013,2019,TOT,NBA,16.4,346,168,5658,6.6,12.2,6.6,12.2,0.0,0.0,1.8,3.3,4.8,9.0,13.8,1.6,1.4,2.3,2.7,4.8,15.0,.542,.542,,.542,.543,.550
387,Jaron Blossomgame,blossja01,2019,2019,CLE,NBA,16.3,27,4,439,5.3,12.0,4.2,7.6,1.1,4.4,1.1,1.5,2.9,8.1,11.1,1.5,0.8,0.9,1.2,2.3,12.9,.443,.552,.256,.491,.769,.510
388,Frank Jackson,jacksfr01,2019,2020,NOP,NBA,16.3,112,17,1825,7.4,17.9,5.1,10.5,2.3,7.3,2.6,3.5,1.1,4.1,5.2,2.8,1.0,0.2,2.3,4.0,19.8,.416,.484,.318,.482,.745,.510
389,Jason Smith,smithja02,2008,2019,TOT,NBA,16.3,616,104,10029,8.2,17.5,7.7,16.2,0.4,1.3,2.9,3.6,3.4,7.4,10.8,2.4,1.1,2.1,2.6,7.0,19.6,.468,.479,.333,.480,.783,.515
390,Troy Williams,willitr02,2017,2019,TOT,NBA,16.3,72,17,1176,7.0,15.7,5.2,9.7,1.8,6.0,2.1,3.2,2.1,6.0,8.0,2.2,2.4,0.9,2.5,5.5,18.0,.449,.543,.299,.507,.649,.526
391,Jakob Poeltl,poeltja01,2017,2020,TOT,NBA,16.2,271,38,4388,7.2,11.3,7.2,11.2,0.0,0.0,2.0,3.6,5.9,8.4,14.3,3.0,1.3,3.0,2.3,6.1,16.3,.638,.638,.500,.638,.543,.635
392,Christian Wood,woodch01,2016,2020,TOT,NBA,16.2,113,14,1828,10.2,18.7,8.4,13.9,1.8,4.9,6.5,8.9,4.0,10.5,14.4,2.0,1.3,2.1,2.9,3.7,28.8,.546,.609,.368,.594,.734,.636
393,Tyler Dorsey,dorsety01,2018,2019,TOT,NBA,16.1,104,16,1672,7.3,18.8,3.9,9.2,3.4,9.6,2.4,3.6,1.3,5.8,7.1,3.9,0.9,0.2,1.9,3.4,20.4,.389,.429,.350,.478,.669,.500
394,Juan Hernangómez,hernaju01,2017,2020,TOT,NBA,16.1,205,51,3310,5.4,12.7,2.9,5.7,2.5,7.0,2.6,3.6,2.5,7.9,10.4,2.0,1.2,0.7,1.6,3.6,16.0,.428,.512,.359,.527,.722,.560
395,Álex Abrines,abrinal01,2017,2019,OKC,NBA,16.0,174,16,2777,5.4,13.9,1.5,3.4,3.8,10.4,1.7,1.9,0.9,3.5,4.4,1.5,1.6,0.4,1.3,5.1,16.2,.387,.443,.368,.525,.880,.552
396,Quincy Acy,acyqu01,2013,2019,TOT,NBA,16.0,337,60,5392,5.4,12.2,3.7,7.3,1.7,4.8,2.7,3.6,2.9,8.1,10.9,2.0,1.3,1.3,2.0,6.2,15.2,.444,.506,.350,.513,.759,.553
397,Dwayne Bacon,bacondw01,2018,2020,CHO,NBA,16.0,135,30,2159,6.3,15.8,4.8,11.3,1.5,4.5,2.0,2.8,0.6,6.5,7.1,3.1,1.2,0.2,1.8,3.9,16.3,.403,.425,.345,.452,.718,.478
398,Treveon Graham,grahatr01,2017,2020,TOT,NBA,16.0,180,44,2883,4.4,11.5,2.4,5.5,2.0,6.0,1.7,2.5,2.0,4.6,6.6,2.4,1.3,0.3,1.3,4.9,12.6,.383,.437,.333,.470,.691,.497
399,Meyers Leonard,leoname01,2013,2020,TOT,NBA,16.0,442,91,7082,6.7,13.9,4.5,8.1,2.3,5.8,1.8,2.2,2.3,9.9,12.2,2.8,0.6,0.9,2.1,6.8,17.6,.483,.549,.392,.565,.813,.589
400,Kelan Martin,martike03,2020,2020,MIN,NBA,16.0,31,4,495,6.7,17.0,4.3,8.0,2.3,9.0,2.8,2.9,1.1,7.9,9.0,2.2,0.7,0.8,1.9,4.8,18.5,.392,.541,.260,.461,.968,.506
401,Cameron Payne,payneca01,2016,2019,TOT,NBA,16.0,153,28,2454,7.2,18.2,4.8,10.8,2.5,7.5,1.4,1.8,0.9,4.6,5.5,7.7,2.1,0.6,3.1,4.8,18.3,.397,.443,.331,.465,.775,.482
402,Timothé Luwawu-Cabarrot,luwawti01,2017,2020,TOT,NBA,15.9,210,33,3337,5.8,15.0,3.3,7.1,2.6,7.9,3.4,4.1,1.1,4.8,5.9,2.6,1.1,0.4,2.4,5.8,17.6,.390,.460,.327,.476,.824,.525
403,Jarell Martin,martija01,2016,2019,TOT,NBA,15.9,184,40,2927,6.5,15.0,5.4,11.9,1.1,3.2,3.2,4.1,3.3,7.8,11.1,2.0,1.2,1.3,2.5,7.1,17.3,.434,.457,.346,.470,.766,.513
404,Aron Baynes,baynear01,2013,2020,TOT,NBA,15.8,469,137,7390,7.5,15.1,6.9,13.4,0.6,1.7,3.3,4.1,4.8,9.5,14.3,2.5,0.7,1.6,2.7,7.0,18.8,.495,.517,.327,.514,.800,.556
405,Sterling Brown,brownst02,2018,2020,MIL,NBA,15.8,157,12,2475,5.9,14.0,3.6,7.3,2.3,6.7,1.5,1.9,1.6,7.8,9.4,3.0,1.5,0.5,2.0,4.1,15.5,.418,.486,.344,.500,.762,.521
406,Billy Garrett,garrebi01,2019,2019,NYK,NBA,15.8,4,0,63,8.4,20.7,8.4,14.5,0.0,6.1,3.1,3.1,0.0,2.3,2.3,5.4,0.8,0.8,1.5,2.3,19.9,.407,.579,.000,.407,1.000,.452
407,Jon Leuer,leuerjo01,2012,2019,TOT,NBA,15.8,377,80,5945,8.3,17.2,7.3,14.0,1.1,3.2,2.7,3.5,3.0,9.1,12.2,2.6,1.2,0.9,2.2,5.0,20.4,.484,.520,.328,.515,.767,.544
408,C.J. Williams,willicj01,2018,2019,TOT,NBA,15.8,53,17,835,6.0,13.5,4.5,8.0,1.6,5.5,0.8,1.0,0.8,3.0,3.7,3.2,2.1,0.8,1.5,4.6,14.4,.448,.558,.287,.506,.765,.518
409,Ivica Zubac,zubaciv01,2017,2020,TOT,NBA,15.8,204,110,3215,8.9,15.9,8.9,15.8,0.0,0.1,4.1,5.4,5.4,10.9,16.3,2.8,0.7,2.3,2.6,5.8,21.9,.559,.562,.000,.559,.760,.599
410,Brad Wanamaker,wanambr01,2019,2020,BOS,NBA,15.7,99,1,1558,5.8,13.1,4.2,9.1,1.5,4.0,4.1,4.5,0.7,4.4,5.1,6.6,2.0,0.4,2.8,4.8,17.2,.440,.466,.380,.498,.917,.569
411,Pat Connaughton,connapa01,2016,2020,TOT,NBA,15.6,277,9,4327,5.5,12.4,3.2,5.7,2.3,6.6,1.2,1.5,1.9,6.5,8.4,3.8,0.9,0.9,1.7,3.2,14.4,.443,.559,.343,.535,.784,.553
412,Josh Gray,grayjo01,2018,2020,TOT,NBA,15.6,7,0,109,5.2,18.7,3.9,13.1,1.3,5.7,3.1,4.8,1.3,3.9,5.2,6.1,3.5,0.9,5.2,3.9,14.8,.279,.300,.231,.314,.636,.355
413,Elie Okobo,okoboel01,2019,2020,PHO,NBA,15.6,107,19,1665,5.3,13.5,3.5,7.7,1.8,5.8,2.4,3.3,0.8,4.5,5.3,6.9,1.6,0.3,3.1,4.6,14.8,.395,.455,.315,.463,.728,.498
414,Quincy Pondexter,pondequ01,2011,2019,TOT,NBA,15.6,355,48,5530,5.5,12.9,3.4,7.2,2.0,5.7,2.4,3.3,1.9,4.2,6.1,2.5,1.2,0.5,1.7,4.4,15.4,.423,.475,.356,.501,.746,.536
415,JaKarr Sampson,sampsja02,2015,2020,TOT,NBA,15.6,199,88,3102,6.5,14.1,5.6,10.4,0.9,3.6,2.9,4.4,2.0,6.4,8.4,2.3,1.3,1.5,2.6,6.0,16.9,.463,.537,.251,.495,.663,.526
416,Grant Williams,willigr01,2020,2020,BOS,NBA,15.6,62,5,970,4.0,9.6,2.9,5.3,1.0,4.2,1.8,2.5,2.9,5.3,8.2,3.1,1.4,1.6,2.3,7.4,10.9,.417,.551,.247,.471,.725,.508
417,Sam Dekker,dekkesa01,2016,2019,TOT,NBA,15.5,200,8,3096,7.0,14.7,5.6,9.9,1.4,4.8,1.6,2.6,3.0,6.5,9.4,2.5,1.6,0.6,1.5,3.1,17.0,.478,.570,.288,.525,.606,.537
418,Mike Muscala,muscami01,2014,2020,TOT,NBA,15.5,348,28,5377,6.5,14.0,4.1,7.5,2.4,6.5,2.4,2.8,2.8,7.1,10.0,2.9,1.1,1.6,2.0,4.6,17.7,.461,.545,.364,.545,.839,.579
419,Tyrone Wallace,wallaty01,2018,2020,TOT,NBA,15.5,106,19,1639,6.3,14.8,5.9,12.7,0.4,2.2,3.0,4.4,1.3,5.4,6.7,3.7,1.6,0.6,2.7,5.4,16.0,.425,.463,.203,.440,.671,.477
420,Mohamed Bamba,bambamo01,2019,2020,ORL,NBA,15.3,107,1,1634,7.4,15.7,5.7,10.5,1.7,5.2,2.0,3.3,4.8,11.1,15.9,2.4,1.0,4.5,2.5,6.5,18.7,.474,.544,.333,.530,.624,.545
421,Frank Mason,masonfr01,2018,2020,TOT,NBA,15.3,96,2,1472,7.3,19.0,5.8,13.6,1.6,5.3,4.5,5.9,1.3,4.7,6.0,8.1,1.7,0.5,3.6,3.7,20.8,.387,.424,.294,.429,.767,.482
422,Brandon Sampson,sampsbr01,2019,2019,CHI,NBA,15.3,14,2,214,6.3,13.6,3.9,7.0,2.5,6.6,0.9,1.4,0.7,2.9,3.6,2.3,1.8,0.7,2.7,4.3,16.1,.467,.548,.379,.558,.667,.567
423,Khem Birch,birchkh01,2018,2020,ORL,NBA,15.1,132,25,1998,5.3,9.6,5.3,9.5,0.0,0.0,3.5,5.2,5.4,8.1,13.5,2.6,1.2,1.7,1.6,4.9,14.0,.548,.551,.000,.548,.668,.589
424,Quinn Cook,cookqu01,2017,2020,TOT,NBA,15.1,159,28,2396,8.7,18.6,5.4,10.7,3.3,7.9,1.0,1.3,0.8,4.9,5.7,5.4,0.9,0.1,2.4,3.7,21.7,.468,.509,.412,.555,.769,.565
425,Jawun Evans,evansja01,2018,2019,TOT,NBA,15.1,56,4,843,5.3,15.4,4.4,12.1,0.9,3.3,2.2,2.8,0.6,5.0,5.5,6.3,2.2,0.3,2.9,6.0,13.7,.345,.367,.263,.373,.776,.411
426,Antonio Blakeney,blakean01,2018,2019,CHI,NBA,15.0,76,3,1143,9.3,22.9,7.1,16.8,2.2,6.1,3.4,4.9,0.5,5.4,5.9,2.6,0.8,0.4,2.0,2.6,24.2,.406,.424,.357,.454,.696,.483
427,Jevon Carter,carteje01,2019,2020,TOT,NBA,15.0,89,5,1331,5.0,14.2,2.1,6.2,2.9,8.0,1.7,2.1,1.4,4.5,6.0,4.9,2.3,0.9,2.3,4.8,14.6,.354,.339,.365,.456,.825,.485
428,Troy Daniels,danietr01,2014,2020,TOT,NBA,14.9,334,20,4970,7.5,18.7,2.1,5.0,5.4,13.7,1.4,1.8,0.7,3.6,4.4,1.8,1.0,0.2,1.8,4.2,21.9,.401,.414,.396,.547,.799,.561
429,Cristiano Felício,feliccr01,2016,2020,CHI,NBA,14.8,234,20,3470,6.0,10.5,6.0,10.3,0.0,0.2,2.9,4.3,5.3,8.4,13.7,2.5,1.0,0.7,2.1,4.9,15.0,.572,.582,.000,.572,.679,.603
430,Ekpe Udoh,udohek01,2011,2019,TOT,NBA,14.8,384,56,5694,4.6,10.2,4.6,10.2,0.0,0.0,2.8,3.9,4.1,5.8,9.8,2.3,1.6,3.8,2.0,6.4,12.1,.453,.455,.000,.453,.718,.506
431,Harry Giles,gilesha01,2019,2020,SAC,NBA,14.6,96,17,1399,9.9,18.8,9.9,18.6,0.0,0.2,3.1,4.5,3.4,9.6,12.9,4.5,1.8,1.2,3.7,8.5,22.8,.524,.530,.000,.524,.679,.548
432,Ivan Rabb,rabbiv01,2018,2019,MEM,NBA,14.6,85,18,1237,8.2,14.7,8.1,14.1,0.1,0.6,3.2,4.2,5.0,9.8,14.7,3.5,1.2,1.1,2.8,5.9,19.6,.555,.570,.200,.559,.743,.591
433,Ron Baker,bakerro01,2017,2019,TOT,NBA,14.5,96,14,1394,3.8,10.5,2.5,5.8,1.2,4.7,1.9,2.7,0.6,4.3,5.0,6.0,2.4,0.5,2.8,4.5,10.7,.358,.433,.265,.417,.707,.456
434,Johnathan Williams,willijo04,2019,2020,TOT,NBA,14.5,35,5,507,7.4,12.4,7.4,12.0,0.0,0.4,2.8,4.9,5.8,7.3,13.0,1.7,0.8,1.2,1.8,6.7,17.6,.600,.618,.000,.600,.566,.606
435,Willy Hernangómez,hernawi01,2017,2020,TOT,NBA,14.4,209,26,3006,9.3,17.5,8.8,16.1,0.5,1.4,4.7,6.9,6.4,12.2,18.6,3.6,1.4,1.3,3.7,5.7,23.8,.531,.549,.330,.544,.687,.579
436,Moritz Wagner,wagnemo01,2019,2020,TOT,NBA,14.4,80,10,1153,8.2,16.1,6.3,10.3,1.8,5.8,4.4,5.5,2.7,8.5,11.2,3.0,1.3,1.2,3.8,7.7,22.6,.506,.616,.313,.563,.815,.610
437,Isaac Bonga,bongais01,2019,2020,TOT,NBA,14.3,80,41,1145,4.1,8.8,3.2,6.3,0.9,2.6,2.5,3.2,2.9,5.6,8.5,3.1,1.9,1.0,1.9,5.9,11.6,.465,.513,.349,.516,.772,.566
438,Isaiah Briscoe,briscis01,2019,2019,ORL,NBA,14.3,39,0,559,4.8,12.1,3.9,9.1,1.0,3.0,1.3,2.3,0.4,6.0,6.5,7.6,1.0,0.2,2.7,5.8,11.9,.399,.423,.324,.438,.577,.455
439,Daniel Gafford,gaffoda01,2020,2020,CHI,NBA,14.2,43,7,609,7.4,10.6,7.4,10.6,0.0,0.0,2.5,4.7,4.1,4.3,8.4,1.7,1.0,4.4,2.3,7.8,17.4,.701,.701,,.701,.533,.686
440,Kyle O'Quinn,oquinky01,2013,2020,TOT,NBA,14.2,469,64,6659,8.2,15.8,7.9,14.8,0.2,1.0,2.8,3.8,4.7,11.5,16.3,4.8,1.4,3.4,3.5,7.3,19.4,.517,.537,.225,.524,.739,.554
441,Damian Jones,jonesda03,2017,2020,TOT,NBA,14.1,104,49,1471,6.2,9.3,6.1,9.0,0.1,0.3,2.9,4.3,3.8,6.4,10.2,2.1,1.3,2.3,1.7,7.7,15.4,.666,.680,.222,.669,.676,.686
442,Julian Washburn,washbju01,2019,2019,MEM,NBA,14.1,18,3,254,3.1,9.4,2.2,4.7,1.0,4.7,0.6,0.8,1.6,6.5,8.0,2.7,2.5,0.4,1.4,3.1,7.8,.333,.458,.208,.385,.750,.402
443,Michael Porter,portemi01,2020,2020,DEN,NBA,14.0,48,1,670,10.4,21.0,7.2,13.5,3.2,7.5,2.4,3.2,3.9,10.8,14.7,2.6,1.5,1.4,2.6,5.5,26.4,.495,.536,.422,.570,.767,.589
444,Dairis Bertāns,bertada02,2019,2019,NOP,NBA,13.9,12,0,167,3.3,13.1,0.6,3.6,2.8,9.5,0.0,0.0,0.6,1.9,2.5,2.8,0.3,0.0,0.6,1.9,9.5,.255,.154,.294,.362,,.362
445,Kevon Looney,looneke01,2016,2020,GSW,NBA,13.9,224,36,3121,6.4,11.2,6.3,10.6,0.1,0.6,2.1,3.5,5.4,7.3,12.8,3.3,1.6,2.0,1.7,6.4,15.0,.570,.595,.150,.574,.601,.587
446,Thon Maker,makerth01,2017,2020,TOT,NBA,13.9,255,65,3548,5.8,13.3,4.0,7.8,1.8,5.5,3.1,4.7,2.9,6.9,9.8,2.2,1.3,2.4,1.9,6.3,16.5,.433,.506,.329,.501,.673,.536
447,Semi Ojeleye,ojelese01,2018,2020,BOS,NBA,13.9,190,8,2635,3.7,9.4,1.7,3.6,1.9,5.8,1.4,2.0,1.6,5.3,6.9,1.4,0.9,0.2,1.0,3.7,10.6,.390,.482,.333,.493,.685,.518
448,Chasson Randle,randlch01,2017,2020,TOT,NBA,13.9,78,2,1082,5.8,14.1,3.1,6.9,2.8,7.3,3.9,4.9,0.7,3.3,4.0,6.0,1.6,0.2,2.8,5.9,18.3,.411,.445,.378,.508,.802,.561
449,Hamidou Diallo,diallha01,2019,2020,OKC,NBA,13.8,89,6,1225,6.8,15.0,6.4,12.7,0.4,2.3,2.5,4.1,2.6,5.9,8.5,1.5,1.9,0.7,2.3,6.2,16.5,.453,.502,.186,.467,.615,.492
450,Jordan McRae,mcraejo01,2016,2020,TOT,NBA,13.8,123,9,1696,8.6,20.5,6.2,13.9,2.4,6.6,4.5,5.8,1.0,5.4,6.4,4.7,1.3,0.9,2.5,4.2,24.0,.417,.447,.355,.474,.772,.519
451,Ian Clark,clarkia01,2014,2019,TOT,NBA,13.7,330,9,4507,7.6,17.4,5.1,9.9,2.6,7.5,1.7,2.2,0.7,4.0,4.7,4.1,1.4,0.5,2.5,4.2,19.6,.439,.514,.340,.513,.804,.533
452,Jake Layman,laymaja01,2017,2020,TOT,NBA,13.7,164,37,2241,7.2,15.9,5.1,8.9,2.2,7.0,1.9,2.6,1.8,5.0,6.8,1.9,1.4,1.0,1.8,4.3,18.6,.456,.571,.309,.524,.724,.544
453,Kadeem Allen,allenka01,2018,2020,TOT,NBA,13.6,47,2,640,6.8,15.7,5.2,10.9,1.7,4.8,4.3,5.6,1.1,4.3,5.4,8.3,1.8,0.6,3.3,5.2,19.6,.435,.472,.349,.488,.757,.538
454,Raul Neto,netora01,2016,2020,TOT,NBA,13.6,248,57,3382,6.7,15.0,4.5,9.4,2.1,5.6,2.1,2.7,0.7,4.0,4.7,6.8,2.0,0.3,3.6,4.5,17.6,.445,.483,.380,.516,.787,.543
455,Cameron Reynolds,reynoca01,2019,2019,MIN,NBA,13.6,19,0,259,6.1,14.4,2.2,5.0,3.9,9.4,1.5,1.7,0.7,5.0,5.7,2.4,1.1,0.4,0.9,4.8,17.6,.423,.444,.412,.558,.889,.580
456,Jonah Bolden,boldejo01,2019,2020,TOT,NBA,13.5,51,10,686,5.8,11.9,3.4,5.0,2.3,6.9,1.0,2.1,3.4,8.5,12.0,2.8,1.4,2.8,2.6,7.5,14.9,.486,.685,.340,.584,.484,.581
457,Devin Robinson,robinde01,2018,2019,WAS,NBA,13.5,8,0,108,8.8,15.4,8.8,14.6,0.0,0.9,4.0,6.2,3.5,7.5,11.0,2.6,2.2,2.6,0.9,5.7,21.6,.571,.606,.000,.571,.643,.595
458,Grayson Allen,allengr01,2019,2020,TOT,NBA,13.4,68,2,914,7.5,18.3,4.2,8.5,3.4,9.8,3.9,4.9,0.4,4.2,4.6,3.5,0.6,0.4,2.9,4.3,22.3,.412,.494,.342,.504,.789,.546
459,Ante Žižić,zizican01,2018,2020,CLE,NBA,13.4,113,27,1517,8.9,15.3,8.9,15.3,0.0,0.0,4.2,5.9,4.9,9.6,14.5,2.1,0.7,1.3,2.7,5.5,22.0,.581,.581,,.581,.711,.614
460,Jimmer Fredette,fredeji01,2012,2019,TOT,NBA,13.3,241,7,3213,8.3,20.4,5.3,12.1,3.1,8.3,3.1,3.6,0.8,3.0,3.9,5.3,1.5,0.2,3.6,3.5,22.9,.409,.434,.372,.484,.879,.521
461,Andre Ingram,ingraan01,2018,2019,LAL,NBA,13.2,6,0,79,4.8,13.9,1.8,6.6,3.0,7.2,1.8,1.8,1.2,3.6,4.8,4.2,2.4,1.8,2.4,1.8,14.5,.348,.273,.417,.457,1.000,.493
462,Justin Anderson,anderju01,2016,2020,TOT,NBA,13.1,219,23,2874,7.0,16.8,4.7,8.9,2.4,7.9,3.5,4.5,2.3,7.2,9.6,2.5,1.7,1.2,2.2,4.4,19.9,.418,.522,.300,.488,.776,.529
463,Alfonzo McKinnie,mckinal01,2018,2020,TOT,NBA,13.1,126,6,1649,6.3,13.4,4.5,7.8,1.7,5.6,1.5,2.4,3.5,7.2,10.7,1.3,1.2,0.7,1.7,6.2,15.7,.466,.580,.307,.530,.622,.543
464,Jeremy Pargo,pargoje01,2012,2020,TOT,NBA,13.1,86,16,1123,7.4,19.6,5.7,14.1,1.8,5.5,2.7,4.2,1.0,3.2,4.1,7.2,1.4,0.1,4.7,4.7,19.4,.379,.403,.319,.424,.644,.451
465,Isaiah Hicks,hicksis01,2018,2019,NYK,NBA,13.0,21,0,272,6.7,14.5,6.4,12.9,0.4,1.6,2.9,4.2,2.2,6.5,8.7,3.3,0.5,1.3,3.1,9.1,16.7,.463,.493,.222,.475,.696,.510
466,Alan Williams,willial03,2016,2019,TOT,NBA,13.0,67,0,872,9.0,17.7,9.0,17.6,0.0,0.1,4.8,7.6,6.3,14.1,20.4,2.1,2.0,2.1,2.8,8.5,22.7,.506,.509,.000,.506,.626,.539
467,Bruno Caboclo,cabocbr01,2015,2020,TOT,NBA,12.8,96,20,1233,5.9,14.9,3.5,7.3,2.4,7.6,2.0,2.4,3.1,6.8,9.9,2.8,1.3,2.2,2.4,4.9,16.3,.397,.484,.314,.477,.836,.509
468,John Jenkins,jenkijo01,2013,2019,TOT,NBA,12.8,171,8,2183,7.2,16.3,4.5,8.9,2.7,7.4,2.7,3.2,0.8,5.0,5.8,3.2,0.7,0.3,2.2,2.2,19.8,.441,.503,.367,.524,.847,.559
469,Bruno Fernando,fernabr01,2020,2020,ATL,NBA,12.7,56,13,713,6.7,13.0,6.4,10.6,0.3,2.4,1.9,3.3,4.4,8.6,12.9,3.2,1.2,1.1,2.7,7.0,15.7,.518,.605,.135,.530,.569,.542
470,Jaylen Morris,morrija01,2018,2019,TOT,NBA,12.7,10,0,127,6.5,16.0,5.3,11.0,1.1,4.9,0.4,0.8,0.8,7.2,8.0,4.2,1.5,0.4,2.7,1.1,14.4,.405,.483,.231,.440,.500,.443
471,Okaro White,whiteok01,2017,2019,TOT,NBA,12.7,44,4,557,3.6,9.5,2.2,5.2,1.4,4.2,2.0,2.3,2.6,6.0,8.6,2.1,1.0,1.0,1.7,5.2,10.7,.381,.414,.340,.457,.880,.509
472,Jaylen Adams,adamsja01,2019,2019,ATL,NBA,12.6,34,1,428,4.1,11.9,1.4,3.9,2.7,8.0,0.8,1.0,1.2,5.3,6.5,7.0,1.5,0.5,3.0,4.9,11.7,.345,.361,.338,.459,.778,.474
473,Garrison Mathews,mathega01,2020,2020,WAS,NBA,12.6,18,0,227,4.9,11.5,1.0,2.1,3.9,9.5,6.4,7.0,1.2,3.7,4.9,2.1,1.6,0.2,1.6,6.6,20.2,.429,.500,.413,.598,.912,.691
474,Abdel Nader,naderab01,2018,2020,TOT,NBA,12.6,157,7,1972,5.9,14.3,3.6,7.7,2.3,6.6,2.4,3.4,1.0,5.8,6.8,2.0,1.3,1.0,2.4,4.4,16.5,.413,.468,.348,.493,.715,.523
475,Gary Payton,paytoga02,2017,2020,TOT,NBA,12.6,61,23,768,5.7,13.7,4.4,8.6,1.3,5.1,0.6,1.4,2.5,6.1,8.6,5.4,2.9,0.9,2.4,5.9,13.3,.414,.507,.256,.461,.455,.464
